started,wait,duration,text

15:22PM 71106736184032195339503673@web.libraryh3lp.com: Hi, thanks for reading my email and apologies for the typos!  

15:22PM askandyver2@chat.libraryh3lp.com: I do know that we have copies of The Thistle for those years at the Hunt Library

15:22PM askandyver2@chat.libraryh3lp.com: no worries!

15:22PM askandyver2@chat.libraryh3lp.com: Let me check to make sure we have those issues

15:23PM 71106736184032195339503673@web.libraryh3lp.com: I see them in the oversized list on your catalog. But I am a law firm librarian in Washington DC and not a member of your library community....

15:24PM askandyver2@chat.libraryh3lp.com: Oh I see. 

15:24PM askandyver2@chat.libraryh3lp.com: I'm fairly new, so let me check about this for you

15:24PM 71106736184032195339503673@web.libraryh3lp.com: thanks. 

15:25PM askandyver2@chat.libraryh3lp.com: Just a minute. Thanks!

15:27PM askandyver2@chat.libraryh3lp.com: Okay, thanks for waiting

15:28PM askandyver2@chat.libraryh3lp.com: It looks like we don't have a pay as you go copy service

15:28PM askandyver2@chat.libraryh3lp.com: However, we may be able to send what you need via interlibrary loan.

15:28PM askandyver2@chat.libraryh3lp.com: How large are the sections that you need?

15:28PM 71106736184032195339503673@web.libraryh3lp.com: just a second, checking the email now.

15:29PM 71106736184032195339503673@web.libraryh3lp.com: I think we just need to see if a person is in the yearbook for 1952 and 1953 and get his information.  We'd also need the cover page and the back of the title page (verso) of the book so prove the year.  

15:30PM askandyver2@chat.libraryh3lp.com: I see. Well, I think the best option is to try and get scans of those through ILL. Do you guys do ILL?

15:30PM 71106736184032195339503673@web.libraryh3lp.com: If ILL can't deal directly with me in private sector, I could ask my contact at a small research service to get in touch with them on my behalf?

15:31PM askandyver2@chat.libraryh3lp.com: That is possible

15:31PM 71106736184032195339503673@web.libraryh3lp.com: OK, is ILL on the FAQ 

15:31PM askandyver2@chat.libraryh3lp.com: Yes, I will give you the contact info and the webpage

15:31PM 71106736184032195339503673@web.libraryh3lp.com: great

15:33PM askandyver2@chat.libraryh3lp.com: This page explains our ILL services. However, since it is from the CMU perspective (meaning someone from our community requesting from someone else), it may be best to email Andrew Marshall about your request. His contact information is on the right-hand side of the page

15:33PM askandyver2@chat.libraryh3lp.com: http://www.library.cmu.edu/using/requesting

15:33PM 71106736184032195339503673@web.libraryh3lp.com: wonderful, thanks again for chatting with me!  and being so patient! 

15:33PM askandyver2@chat.libraryh3lp.com: No worries at all! My pleasure!

15:33PM askandyver2@chat.libraryh3lp.com: Thanks for reaching out to us, and have a wonderful day!

"

2/9/16 11:14,0:00:16,0:11:33,"11:14AM 14090006878949660020099226@web.libraryh3lp.com: Hi I am not able to locate this particular paper. I get this link and the paper seems to require purchase... I was wondering if you could assist me with obtaining this paper http://xx4ay4fv5x.search.serialssolutions.com/?ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info:sid/summon.serialssolutions.com&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Lognormal+size+distribution+theory+for+deposition+of+polydisperse+aerosol+particles&rft.jtitle=NUCLEAR+SCIENCE+AND+ENGINEERING&rft.au=Park%2C+SH&rft.au=Lee%2C+KW&rft.date=2000-07-01&rft.pub=AMER+NUCLEAR+SOC&rft.issn=0029-5639&rft.eissn=1943-748X&rft.volume=135&rft.issue=3&rft.spage=288&rft.epage=295&rft.externalDBID=n%2Fa&rft.externalDocID=000087867200007

11:14AM askandyver2@chat.libraryh3lp.com: hi

11:14AM askandyver2@chat.libraryh3lp.com: let me check

11:14AM 14090006878949660020099226@web.libraryh3lp.com: more details: Article:
Lognormal size distribution theory for deposition of polydisperse aerosol particles
Author:
Park, SH
Journal:
Nuclear science and engineering
ISSN:
0029-5639
Date:
07/01/2000
Volume:
135
Issue:
3
Page:
288 - 295


11:15AM askandyver2@chat.libraryh3lp.com: yes, I see that

11:15AM 14090006878949660020099226@web.libraryh3lp.com: ok great

11:16AM askandyver2@chat.libraryh3lp.com: We don't have that journal .. you'd have to request an inter-library loan, are you familiar with the service?

11:16AM 14090006878949660020099226@web.libraryh3lp.com: yes, but just to confirm, I can't get a pdf of the paper in questions?

11:17AM askandyver2@chat.libraryh3lp.com: not from our library.  another can scan it and send you a pdf .. Also, I see that pitt has it, but let me check if they have the volume you need

11:19AM askandyver2@chat.libraryh3lp.com: ah .. Pitt has it online, but you have to go to Hillman, give them your CMU ID and request a day pass to their databases.

11:19AM askandyver2@chat.libraryh3lp.com: This will allow you to access their online subscription and download the aritcle.

11:19AM askandyver2@chat.libraryh3lp.com: Here's the record if it helps:

11:19AM askandyver2@chat.libraryh3lp.com: Title: 	Transactions of the American Nuclear Society [electronic resource].
Publisher: 	New York, N.Y. : Academic Press, [1958]-
LC Subject Heading(s): 	Nuclear physics --Periodicals.
	Nuclear reactors --Periodicals.
	Nuclear engineering --Periodicals.
Internet Address: 	http://pitt.idm.oclc.org/login?url=http://pitt.idm.oclc.org/login?url=http://epubs.ans.org/?p=trans
Click for Web Access: 	Pitt users please click through to access via American Nuclear Society: 2004 to present

11:20AM askandyver2@chat.libraryh3lp.com: not sure if there was a title change at some point .. but this looks like the journal you need

11:21AM 14090006878949660020099226@web.libraryh3lp.com: can i access pitt libraries with a cmu account?

11:21AM askandyver2@chat.libraryh3lp.com: no .. you have to get a special pass at the library but not remotely

11:22AM 14090006878949660020099226@web.libraryh3lp.com: ok, got it. let me assess my options and i will proceed forward. thank you for your help!

11:22AM askandyver2@chat.libraryh3lp.com: if you cannot come to the library, then borrowing it is the best option

11:22AM askandyver2@chat.libraryh3lp.com: you're welcome

11:22AM askandyver2@chat.libraryh3lp.com: anything else I can help with?

11:25AM 14090006878949660020099226@web.libraryh3lp.com: All good. Thank you. I just submitted a request on the interlibrary loan -- hopefully they will get me a pdf file, but I will be also happy with the actual journal.. whatever works

11:25AM 14090006878949660020099226@web.libraryh3lp.com: Anyway, thank you!

11:26AM askandyver2@chat.libraryh3lp.com: you're welcome

"

1/13/17 12:31,0:00:07,0:11:40,"12:31PM 76402949082713519601859179@web.libraryh3lp.com: Hello! I'm an alumna, doing some consulting work, and I am hoping to get in-library access to a journal you have in offsite storage. http://vufind.library.cmu.edu/vufind/Record/282596 I need the fall 1970 one (it's hard to tell from the record whether that is TK7885 .A1 J6 VOL. 36 1970 or TK7885 .A1 J6 VOL. 37 1970, but I would guess it's the latter. Is that possible?

12:31PM askandyver2@chat.libraryh3lp.com: hi

12:31PM 76402949082713519601859179@web.libraryh3lp.com: Hi :) 

12:32PM 76402949082713519601859179@web.libraryh3lp.com: Again, I wouldn't want to remove it from the library. I would just need to look at it and make a scan of a couple of pages (totally fair use).

12:33PM askandyver2@chat.libraryh3lp.com: Do you have the title of what you want-I'm asking because there's a link in the record, and we may have what you need electronically.

12:33PM 76402949082713519601859179@web.libraryh3lp.com: I can't use an electronic version, unfortunately; I have to put my hands on a bound copy.

12:33PM 76402949082713519601859179@web.libraryh3lp.com: (Well, it doesn't have to be bound.)

12:34PM 76402949082713519601859179@web.libraryh3lp.com: (But a physical copy.)

12:35PM askandyver2@chat.libraryh3lp.com: If you come to the library, fill out a form, you can get a guest password for computer access for 2 hours and use the db. 

12:35PM 76402949082713519601859179@web.libraryh3lp.com: I can't use the electronic copy, unfortunately

12:36PM 76402949082713519601859179@web.libraryh3lp.com: The consulting I'm doing is legal in nature. They need someone to get access to the physical item.

12:36PM askandyver2@chat.libraryh3lp.com: sorry, I just checked and the only people who get material from our offsite facility are those with a CMU ID card.

12:37PM askandyver2@chat.libraryh3lp.com: You could go to a public library and put in an interlibrary loan request.

12:37PM 76402949082713519601859179@web.libraryh3lp.com: Would a special borrowers card work, in the future? (I'm not sure there will be enough time to make this work, this time; this whole thing is due Tuesday. My clients didn't give me much time.)

12:39PM askandyver2@chat.libraryh3lp.com: No, the special borrowers card does not work. It needs to be a CMU ID card.  The electronic is a PDF from the paper, as far as I can tell. If you tell me the article, give me your email, I can send it to you to use/not use as you and/or your client see fit.

12:42PM askandyver2@chat.libraryh3lp.com: BTW if this is due by Tues, we probably wouldn't have had the time to retrieve it by then anyway.  Our library is closed Monday, no retrieval from offsite over the weekend.

12:42PM 76402949082713519601859179@web.libraryh3lp.com: I appreciate the offer, but I can't use the electronic version. If you're curious, it's the one about the ALOHA system. It's a precursor to CDMA, which cell phones use now.

12:42PM 76402949082713519601859179@web.libraryh3lp.com: Thanks for letting me know. And thanks for your help.

12:42PM 76402949082713519601859179@web.libraryh3lp.com: Have a good long weekend!

12:43PM askandyver2@chat.libraryh3lp.com: In terms of legality, I understand why you can't use.  Check with Pitt-maybe they can help. Have a good weekend as well.

12:43PM 76402949082713519601859179@web.libraryh3lp.com: Thanks!

"

12/10/15 9:19,0:00:07,0:11:50,"09:19AM 57953773589036142164302117@web.libraryh3lp.com: Hi I am currently unable to log into ArtSearch with the username/password provided. Has the password changed?

09:19AM askandyver2@chat.libraryh3lp.com: hi

09:20AM askandyver2@chat.libraryh3lp.com: are you on or off campus?

09:20AM 57953773589036142164302117@web.libraryh3lp.com: off

09:20AM askandyver2@chat.libraryh3lp.com: ok, let me check

09:22AM askandyver2@chat.libraryh3lp.com: odd .. I am able to get on it from campus .. can you tell me if you're using a pc or mac and what browser?  Also, how are you accessing it, from research databases?

09:22AM askandyver2@chat.libraryh3lp.com: You should only need to log in with your andrew Id and password

09:22AM 57953773589036142164302117@web.libraryh3lp.com: I've been using this http://test-eps.library.cmu.edu/databases/arts/artsearch/

09:23AM askandyver2@chat.libraryh3lp.com: oh .. no .. wrong link

09:23AM askandyver2@chat.libraryh3lp.com: go to library.cmu.edu

09:23AM askandyver2@chat.libraryh3lp.com: under the search box in the middle of the screen, you should see a link to research databases

09:23AM askandyver2@chat.libraryh3lp.com: select A, then scroll to ArtSearch

09:24AM askandyver2@chat.libraryh3lp.com: click on the link and it should ask you to enter your Andrew ID and password

09:24AM askandyver2@chat.libraryh3lp.com: let me know if that works for you?

09:25AM 57953773589036142164302117@web.libraryh3lp.com: I think we might be talking about different artseaches. This is the one I want http://www.tcg.org/artsearch/index.cfm

09:26AM 57953773589036142164302117@web.libraryh3lp.com: It looks like there's two on that list

09:26AM askandyver2@chat.libraryh3lp.com: No, I believe it's one of the same .. 

09:26AM askandyver2@chat.libraryh3lp.com: ArtSearch that we have is a subscription and includes ArtsJobs and ArtsSearch, I believe .. let me double check on that

09:27AM askandyver2@chat.libraryh3lp.com: weird .. now I am getting the same screen .. hold on

09:28AM askandyver2@chat.libraryh3lp.com: sorry .. calling Mo .. there was a message about ..

09:29AM askandyver2@chat.libraryh3lp.com: Artjob ceasing, but not sure if that applies to artsearch 

09:30AM 57953773589036142164302117@web.libraryh3lp.com: ok thanks

09:30AM askandyver2@chat.libraryh3lp.com: ok, she's not in her office .. if you provide me with your name and contact I can forward this question to her .. or you could email her directly at md2z@andrew.cmu.edu

09:30AM 57953773589036142164302117@web.libraryh3lp.com: I can email her. Thanks

09:31AM askandyver2@chat.libraryh3lp.com: great .. anything else I can help with?

09:31AM 57953773589036142164302117@web.libraryh3lp.com: No thank you

09:31AM askandyver2@chat.libraryh3lp.com: great .. enjoy the heat wave

"

9/1/16 17:21,0:00:21,0:11:54,"17:22PM 92752989159105969619259890@web.libraryh3lp.com: Hi CMU Library Chat. I am Mike Roth a TA for 19-101

17:22PM 92752989159105969619259890@web.libraryh3lp.com: I am wondering if this book is available electronically? http://search.library.cmu.edu/vufind/Record/1381752

17:22PM askandyver2@chat.libraryh3lp.com: Hi

17:22PM askandyver2@chat.libraryh3lp.com: I'll check, please stand by

17:23PM 92752989159105969619259890@web.libraryh3lp.com: Thanks you :)

17:23PM 92752989159105969619259890@web.libraryh3lp.com: *Thank

17:25PM 92752989159105969619259890@web.libraryh3lp.com: I am also curious about this book as well: http://search.library.cmu.edu/vufind/Record/1601244

17:26PM askandyver2@chat.libraryh3lp.com: No problem.  I'm not finding anything for the first one, I'd like to take a look directly in  a few databases though that are more effective to search directly

17:26PM 92752989159105969619259890@web.libraryh3lp.com: ok. Thank you very much for your help.

17:26PM askandyver2@chat.libraryh3lp.com: my pleasure

17:29PM askandyver2@chat.libraryh3lp.com: Okay, sorry, I could not find any digital access to the first one.  Looking at the second one now.

17:29PM 92752989159105969619259890@web.libraryh3lp.com: thank you.

17:34PM askandyver2@chat.libraryh3lp.com: Sorry, no luck with the second one either

17:34PM 92752989159105969619259890@web.libraryh3lp.com: ok thank you for checking

17:34PM askandyver2@chat.libraryh3lp.com: my pleasure

"

11/9/15 15:46,0:00:25,0:12:02,"15:46PM 95939254891341216507705697@web.libraryh3lp.com: Good afternoon,

15:46PM 95939254891341216507705697@web.libraryh3lp.com: I am searching for this book:

15:46PM 95939254891341216507705697@web.libraryh3lp.com: ISBN-13: 978-0521897891
ISBN-10: 0521897890

15:46PM 95939254891341216507705697@web.libraryh3lp.com: University Politics: F.M. Cornford's Cambridge and his Advice to the Young Academic Politician

15:46PM askandyver2@chat.libraryh3lp.com: Hello.

15:46PM askandyver2@chat.libraryh3lp.com: Let me look into this for you.

15:46PM 95939254891341216507705697@web.libraryh3lp.com: But I do not seem to be able to find it.

15:46PM 95939254891341216507705697@web.libraryh3lp.com: Thank you

15:49PM askandyver2@chat.libraryh3lp.com: It doesn't look like we have a copy of this title. I suggest you request a copy through E-Z Borrow or ILLiad. http://www.library.cmu.edu/using/requesting

15:49PM askandyver2@chat.libraryh3lp.com: I could also see if Pitt has it.

15:50PM 95939254891341216507705697@web.libraryh3lp.com: Thank you for searching

15:50PM askandyver2@chat.libraryh3lp.com: Pitt does have a copy.

15:50PM askandyver2@chat.libraryh3lp.com: http://pittcat.pitt.edu/cgi-bin/Pwebrecon.cgi?BBID=5570460

15:50PM 95939254891341216507705697@web.libraryh3lp.com: sounds good 

15:51PM 95939254891341216507705697@web.libraryh3lp.com: I cannot ask u of pitt 

15:51PM 95939254891341216507705697@web.libraryh3lp.com: I must place the request via ILLiad

15:51PM 95939254891341216507705697@web.libraryh3lp.com: or E-Z Borrow

15:51PM 95939254891341216507705697@web.libraryh3lp.com: is that right?

15:52PM askandyver2@chat.libraryh3lp.com: Yes. Or go to Hillman Library at Pitt and borrow it.

15:52PM 95939254891341216507705697@web.libraryh3lp.com: And also, will there be charges? Or the service is for free.

15:53PM 95939254891341216507705697@web.libraryh3lp.com: Oh I see, so cmu staff can borrow books from other libraries?

15:53PM askandyver2@chat.libraryh3lp.com: There is no charge for ILLiad or E-Z Borrow. There is also no charge to borrow a book from Pitt. But you need to take a couple items with you to receive a borrower card. http://www.library.pitt.edu/special-borrower-card

15:53PM askandyver2@chat.libraryh3lp.com: Yes, we have a partnership with Pitt.

15:54PM 95939254891341216507705697@web.libraryh3lp.com: Sounds great

15:54PM 95939254891341216507705697@web.libraryh3lp.com: Do you have time for one more question?

15:54PM askandyver2@chat.libraryh3lp.com: Sure

15:55PM 95939254891341216507705697@web.libraryh3lp.com: I was wondering if a hard copy of ""The Economist"" journal was available at the library. And also if it can be borrowed.

15:55PM askandyver2@chat.libraryh3lp.com: Let me double check.

15:57PM askandyver2@chat.libraryh3lp.com: We do get The Economist in print. http://vufind.library.cmu.edu/vufind/Record/443769

15:57PM askandyver2@chat.libraryh3lp.com: You can borrow journals for 24 hours.

15:57PM 95939254891341216507705697@web.libraryh3lp.com: I see.

15:58PM 95939254891341216507705697@web.libraryh3lp.com: Thanks a lot for your help 

15:58PM askandyver2@chat.libraryh3lp.com: You are welcome.

15:58PM 95939254891341216507705697@web.libraryh3lp.com: Bye

15:58PM askandyver2@chat.libraryh3lp.com: Bye

"

2/21/16 20:17,0:00:11,0:12:03,"20:17PM 08269606377693190544453007@web.libraryh3lp.com: Hello! I need help downloading a PhD thesis

20:17PM askandyver2@chat.libraryh3lp.com: hi

20:17PM askandyver2@chat.libraryh3lp.com:  from what database?

20:18PM 08269606377693190544453007@web.libraryh3lp.com: Politesi

20:18PM 08269606377693190544453007@web.libraryh3lp.com: https://www.politesi.polimi.it/handle/10589/115125

20:19PM askandyver2@chat.libraryh3lp.com: Did you try to get this via our Dissertation & Theses Global database?

20:19PM 08269606377693190544453007@web.libraryh3lp.com: Nope! I only used the default search engine. 

20:20PM askandyver2@chat.libraryh3lp.com: which engine is that?

20:20PM 08269606377693190544453007@web.libraryh3lp.com: The one that is in the first page of cmu library

20:21PM askandyver2@chat.libraryh3lp.com: Ah, ok .. the name of the database is Dissertation & Theses, listed under Research Databases ... here's the link - http://guides.library.cmu.edu/go.php?c=8262156

20:23PM 08269606377693190544453007@web.libraryh3lp.com: Thanks, but I didn't find it there

20:23PM askandyver2@chat.libraryh3lp.com: you know it's in italian?

20:23PM askandyver2@chat.libraryh3lp.com: only the abstract is in English

20:23PM 08269606377693190544453007@web.libraryh3lp.com: It says language in english

20:24PM askandyver2@chat.libraryh3lp.com: ok .. let me try WorldCat .. 

20:24PM 08269606377693190544453007@web.libraryh3lp.com: But in anycase, it can still be of significant help from the structures figures. 

20:24PM 08269606377693190544453007@web.libraryh3lp.com: Thanks

20:24PM askandyver2@chat.libraryh3lp.com: this means you'll have to place an ILLiad request (interlibrary loan) .. familiar with it?

20:24PM 08269606377693190544453007@web.libraryh3lp.com: Nope

20:25PM askandyver2@chat.libraryh3lp.com: Ok, let me get you the link to request an item

20:25PM 08269606377693190544453007@web.libraryh3lp.com: ok

20:25PM askandyver2@chat.libraryh3lp.com: http://www.library.cmu.edu/using/requesting

20:25PM askandyver2@chat.libraryh3lp.com: you'll need to register your andrew ID (you only do this once as long as you

20:25PM askandyver2@chat.libraryh3lp.com: are enrolled

20:26PM 08269606377693190544453007@web.libraryh3lp.com: Ok Thank you so much

20:26PM 08269606377693190544453007@web.libraryh3lp.com: So, I can place a request after registaring in Illiad, right?

20:26PM askandyver2@chat.libraryh3lp.com: hold on

20:27PM askandyver2@chat.libraryh3lp.com: let me get you the info you need .. yes, you can place a request .. you'll see once you log in (after you register) that you can place various types of requests (including a dissertation)

20:27PM 08269606377693190544453007@web.libraryh3lp.com: Ok

20:28PM askandyver2@chat.libraryh3lp.com: I can't find it in world cat, but just provide the information on the website you gave me on the form and they'll try to get it

20:28PM 08269606377693190544453007@web.libraryh3lp.com: Ok sure. THanks

20:29PM askandyver2@chat.libraryh3lp.com: you're welcome

"

9/8/16 14:13,0:00:06,0:12:18,"14:15PM 60447273933273885439250798@web.libraryh3lp.com: Hi!

14:15PM askandyver2@chat.libraryh3lp.com: Hi

14:15PM 60447273933273885439250798@web.libraryh3lp.com: I am Jaya, first year MBA Student.

14:15PM askandyver2@chat.libraryh3lp.com: Hi Jaya-what can I help you with?

14:15PM 60447273933273885439250798@web.libraryh3lp.com: I need to borrow a book.

14:15PM 60447273933273885439250798@web.libraryh3lp.com: But i don't know how to do it.

14:15PM 60447273933273885439250798@web.libraryh3lp.com: Could you please help me!

14:15PM askandyver2@chat.libraryh3lp.com: Sure.

14:17PM askandyver2@chat.libraryh3lp.com: First you need to search our catalog to see if we have the book.  The easiest way to do that might be to use our advanced search.  Our homepage, with the catalog in simple search is www.library.cmu.edu and here's the link to the advanced search  http://vufind.library.cmu.edu/vufind/Search/Advanced (more to come)

14:18PM askandyver2@chat.libraryh3lp.com: Once you find the record for the book and see that it is available, you come into the library and retrieve the book.  Take the book, with your CMU ID card to the circulation desk on the 1st floor and they will charge (check out) the book to you.  You'll be give a date the book is due back (more to come)

14:18PM 60447273933273885439250798@web.libraryh3lp.com: Can i reserve the book?

14:18PM 60447273933273885439250798@web.libraryh3lp.com: and collect it later

14:19PM askandyver2@chat.libraryh3lp.com: If we don't have the book, then you can use either EZ Borrow or interlibrary loan to get a copy of the book -here's the link for those services.  http://www.library.cmu.edu/using/requesting

14:19PM askandyver2@chat.libraryh3lp.com: no, our books are first come first serve, so if it is available, you cannot reserve it. 

14:19PM askandyver2@chat.libraryh3lp.com: However, if it is checked out, you can put a hold on it

14:20PM 60447273933273885439250798@web.libraryh3lp.com: What does Hold means?

14:21PM askandyver2@chat.libraryh3lp.com: That means the person who has the book is told to bring the book in because someone else wants it.  They get to have it for 7 days, then must bring it back so the person who wants it (who placed the hold) can get it. When it comes back the person who put the hold on it is notified it is available.

14:27PM 60447273933273885439250798@web.libraryh3lp.com: Thanks!

14:27PM 60447273933273885439250798@web.libraryh3lp.com: Have a nice day

14:27PM askandyver2@chat.libraryh3lp.com: You're very welcome! :-) 

14:27PM askandyver2@chat.libraryh3lp.com: You have a good day as well!

"

3/4/16 10:16,0:00:19,0:12:19,"10:16AM 12878195954703025675693735@web.libraryh3lp.com: Hi, I'm trying to find major suppliers and their market share in the pesticides and fertilizer industry. I have the impression that there is a data base for that. Do you happen to know the data base name? Thank you very much!

10:17AM askandyver2@chat.libraryh3lp.com: hi

10:17AM askandyver2@chat.libraryh3lp.com: yes

10:17AM askandyver2@chat.libraryh3lp.com: you should start with the business research guide and look for industry .. let me get you started with a couple of links to these guides .. give me a minute

10:18AM askandyver2@chat.libraryh3lp.com: This guide has various tabs, one of which is ""industries"" and should help get you started .. http://guides.library.cmu.edu/tepper

10:20AM 12878195954703025675693735@web.libraryh3lp.com: Thank you soooo much! I have been searching for this for a long time

10:20AM askandyver2@chat.libraryh3lp.com: oh .. if you're at our website, on the right, there's a link that says research guides

10:20AM askandyver2@chat.libraryh3lp.com: just for feature reference :)

10:20AM askandyver2@chat.libraryh3lp.com: Please let us know if we can provide more assistance

10:25AM 12878195954703025675693735@web.libraryh3lp.com: I'm not sure if this data base exist...     Is there a data base for regulations and standard testing methods to measure the degradation of polymer to soil to evaluate the environmental impacts? 

10:26AM askandyver2@chat.libraryh3lp.com: which department are you with?  I am asking because your liaison librarian may be able to answer that and I can connect you with her/him.

10:26AM 12878195954703025675693735@web.libraryh3lp.com: I'm in materials science department, but this is a course under Civil/Environmental

10:27AM askandyver2@chat.libraryh3lp.com: ok, you'll need to email Lynn Berard .. do you know her?

10:27AM askandyver2@chat.libraryh3lp.com: Her email is lberard@andrew.cmu.edu

10:27AM 12878195954703025675693735@web.libraryh3lp.com: It's called Environmental Nanotechnology, so I'm not sure which department this belongs to

10:27AM askandyver2@chat.libraryh3lp.com: no worries .. start with Lynn .. :)

10:28AM 12878195954703025675693735@web.libraryh3lp.com: Thank you!! Have a nice day!

10:29AM askandyver2@chat.libraryh3lp.com: you too

"

2/8/17 9:22,0:00:19,0:12:34,"09:22AM 95252015094697582134702334@web.libraryh3lp.com: Good Morning,

I donŠ—Èt know if IŠ—Èm an Š—“eligibleŠ— questioner. IŠ—Èm a film maker in the U.K. with an interesting copyright conundrum.

I was looking at using the instrumental of Š—…Jitterbug WaltzŠ—È by Fats Waller. It was written in 1942 by Waller who died in 1943. Warner Chappell publishes in US and Sony ATV claim major territories ROW. ItŠ—Ès still in copyright in the U.S. 

However collection societies world wide (outside the U.S.) so far as I can see, show the work as public domain.

Sony are saying that, because itŠ—Ès an original U.S. copyright they believe it is subject to U.S. copyright laws and therefore still in copyright outside the U.S. However they arenŠ—Èt 100% sure. 

There are a number of unanswered questions. Some relate to how and when Sony acquired the copyright such as Š—– was the copyright acquired through the ATV purchase and possibly subject to U.K. copyright periodŠ—_ and some are matters of law such as - are copyrights published outside the U.S. by a different publisher to the one in the U.S. (even if that publisher is currently U.S. based) subject to the of the 1998 Copyright Term Extension Act?

Sony is being slow in coming back. I suspect that the question is beyond most of their younger employees and is being pushed from desk to desk but no one is picking it up because itŠ—Ès a thorny problem and publishers instinctively donŠ—Èt like to lose control of anything.

(To complicate it further there are claims in the British Reversionary Territories as well but I think thatŠ—Ès one for another day).

Any help would be greatly appreciated. For me itŠ—Ès become as much a question of copyright in general as specific to the particular title.


09:22AM 95252015094697582134702334@web.libraryh3lp.com: Peter

09:23AM askandyver2@chat.libraryh3lp.com: Hi-

09:23AM askandyver2@chat.libraryh3lp.com: Let me read your question

09:23AM 95252015094697582134702334@web.libraryh3lp.com: Above was all neatly paragraphed for clarity but now all smooshed together. Peter

09:25AM askandyver2@chat.libraryh3lp.com: Sorry, but this is really beyond the scope of our chat service.  

09:25AM askandyver2@chat.libraryh3lp.com: It really seems to be a question for a copyright lawyer, which we are not.  We can refer you to some copyright websites in the US if that would help.

09:26AM askandyver2@chat.libraryh3lp.com: https://www.copyright.gov/title17/

09:26AM 95252015094697582134702334@web.libraryh3lp.com: Thanks

09:26AM 95252015094697582134702334@web.libraryh3lp.com: Please do

09:26AM 95252015094697582134702334@web.libraryh3lp.com: I was googling and your website demonstrated that CM had the expertise so I thought IŠ—Èd fire something off to you. 

09:29AM askandyver2@chat.libraryh3lp.com: Our chat service is intended for our immediate community, for the more simple questions.  Complex ones we'd refer to the librarian for that subject area.  We don't however, have a copyright librarian, though we do have lawyers on campus for CMU students and faculty.  But we'll answer questions from ""afar"" if easy, quick.  Sadly, your question is not easy or quick! The link I gave is for the US copyright office, which then gives all US copyright law. 

09:30AM askandyver2@chat.libraryh3lp.com: https://www.copyright.gov/fls/fl100.html

09:31AM askandyver2@chat.libraryh3lp.com: Untangling copyright is a major task, and yes, a very, very thorny problem.

09:31AM askandyver2@chat.libraryh3lp.com: https://www.copyright.gov/circs/circ38a.pdf

09:32AM askandyver2@chat.libraryh3lp.com: http://cocatalog.loc.gov/cgi-bin/Pwebrecon.cgi?DB=local&PAGE=First

09:32AM askandyver2@chat.libraryh3lp.com: https://www.copyright.gov/records/voyager_tutorial.pdf

09:33AM 95252015094697582134702334@web.libraryh3lp.com: I'm pretty familiar with international copyright law but as you say this is a complex issue. I've asked a couple of lawyers but they just talked around the subject in a fairly obfuscatory way. I was looking for someone who really knew their onions

09:34AM 95252015094697582134702334@web.libraryh3lp.com: Checking the links you sent Thanks

09:34AM askandyver2@chat.libraryh3lp.com: You're welcome.  

09:35AM 95252015094697582134702334@web.libraryh3lp.com: Looks very useful. Thanks and Good bye

09:35AM askandyver2@chat.libraryh3lp.com: Bye-have a good day!

"

1/19/16 11:51,0:00:29,0:12:37,"11:51AM 33261947286995819335730559@web.libraryh3lp.com: Dear Madam, Sir, 

I am a doctoral student at the EPFL, Lausanne Federal Polytechnical University in Switzerland. I am writing you because I need your assistance in finding the bachelor thesis by Marian Z. Augustyniak and Fred T. Entwistle Jr. written for the department of Architecture at the Carnegie Institute of Technology in 1957.
I cannot find it in your catalogue, and I was wondering if you still hold those records. Any suggestion about the possibility to retrace this dissertation would be much appreciated. 

Very best wishes,

11:52AM askandyver2@chat.libraryh3lp.com: Hello.

11:52AM askandyver2@chat.libraryh3lp.com: Allow me to look into this for you.

11:52AM 33261947286995819335730559@web.libraryh3lp.com: Thank you very much for your help.

11:53AM 33261947286995819335730559@web.libraryh3lp.com: I am not really sure who is the best person to get in contact with.

11:53AM askandyver2@chat.libraryh3lp.com: I can do a preliminary search for you. 

11:53AM askandyver2@chat.libraryh3lp.com: Do you have a thesis title?

11:54AM 33261947286995819335730559@web.libraryh3lp.com: Not really, I can show you the letter I found with the author's names. 

11:55AM askandyver2@chat.libraryh3lp.com: Thank you

11:59AM askandyver2@chat.libraryh3lp.com: Unfortunately, I am not having much luck finding a record for a thesis by these authors in our catalog OR ProQuest Dissertations & Theses Global.

12:00PM 33261947286995819335730559@web.libraryh3lp.com: I didn't find anything neither. Do you know if there is a repository for old thesis, and in case, since when?

